"id","description","last_updated"
"337048","Mock chicken legs, cooked","2019-04-01"
"337049","Veal patty, breaded, cooked","2019-04-01"
"337050","Rabbit, NS as to domestic or wild, cooked","2019-04-01"
"337051","Rabbit, domestic, NS as to cooking method","2019-04-01"
"337052","Rabbit, NS as to domestic or wild, breaded, fried","2019-04-01"
"337053","Rabbit, wild, cooked","2019-04-01"
"337054","Venison/deer, NFS","2019-04-01"
"337056","Venison/deer, roasted","2019-04-01"
"337057","Venison/deer steak, cooked, NS as to cooking method","2019-04-01"
"337058","Venison/deer steak, breaded or floured, cooked, NS as to cooking method","2019-04-01"
"337061","Deer chop, cooked","2019-04-01"
"337062","Venison/deer ribs, cooked","2019-04-01"
"337063","Venison/deer, stewed","2019-04-01"
"337064","Moose, cooked","2019-04-01"
"337065","Bear, cooked","2019-04-01"
"337066","Caribou, cooked","2019-04-01"
"337067","Bison, cooked","2019-04-01"
"337068","Ground hog, cooked","2019-04-01"
"337069","Opossum, cooked","2019-04-01"
"337070","Squirrel, cooked","2019-04-01"
"337071","Beaver, cooked","2019-04-01"
"337072","Raccoon, cooked","2019-04-01"
"337073","Armadillo, cooked","2019-04-01"
"337074","Wild pig, smoked","2019-04-01"
"337075","Ostrich, cooked","2019-04-01"
"337078","Chicken, NS as to part and cooking method, NS as to skin eaten","2019-04-01"
"337079","Chicken, NS as to part and cooking method, skin eaten","2019-04-01"
"337080","Chicken, NS as to part and cooking method, skin not eaten","2019-04-01"
"337081","Chicken, NS as to part, roasted, broiled, or baked, NS as to skin eaten","2019-04-01"
"337082","Chicken, NS as to part, roasted, broiled, or baked, skin eaten","2019-04-01"
"337083","Chicken, NS as to part, roasted, broiled, or baked, skin not eaten","2019-04-01"
"337084","Chicken, NS as to part, stewed, NS as to skin eaten","2019-04-01"
"337085","Chicken, NS as to part, stewed, skin eaten","2019-04-01"
"337086","Chicken, NS as to part, stewed, skin not eaten","2019-04-01"
"337087","Chicken, NS as to part, fried, no coating, NS as to skin eaten, fat added in cooking","2019-04-01"
"337088","Chicken, NS as to part, fried, no coating, NS as to skin eaten, fat not added in cooking","2019-04-01"
"337089","Chicken, NS as to part, fried, no coating, skin eaten, fat added in cooking","2019-04-01"
"337090","Chicken, NS as to part, fried, no coating, skin eaten, fat not added in cooking","2019-04-01"
"337091","Chicken, NS as to part, fried, no coating, skin not eaten, fat added in cooking","2019-04-01"
"337092","Chicken, NS as to part, fried, no coating, skin not eaten, fat not added in cooking","2019-04-01"
"337093","Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat added in cooking","2019-04-01"
"337094","Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking","2019-04-01"
"337095","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten, fat added in cooking","2019-04-01"
"337096","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten, fat not added in cooking","2019-04-01"
"337097","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten, fat added in cooking","2019-04-01"
"337098","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten, fat not added in cooking","2019-04-01"
"337099","Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten, fat added in cooking","2019-04-01"
"337100","Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten, fat not added in cooking","2019-04-01"
"337101","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten, fat added in cooking","2019-04-01"
"337102","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten, fat not added in cooking","2019-04-01"
"337103","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten, fat added in cooking","2019-04-01"
"337104","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten, fat not added in cooking","2019-04-01"
"337105","Chicken, breast, NS as to cooking method, NS as to skin eaten","2019-04-01"
"337106","Chicken, breast, NS as to cooking method, skin eaten","2019-04-01"
"337107","Chicken, breast, NS as to cooking method, skin not eaten","2019-04-01"
"337108","Chicken, breast, roasted, broiled, or baked, NS as to skin eaten","2019-04-01"
"337109","Chicken, breast, roasted, broiled, or baked, skin eaten","2019-04-01"
"337110","Chicken, breast, roasted, broiled, or baked, skin not eaten","2019-04-01"
"337111","Chicken, breast, stewed, NS as to skin eaten","2019-04-01"
"337112","Chicken, breast, stewed, skin eaten","2019-04-01"
"337113","Chicken, breast, stewed, skin not eaten","2019-04-01"
"337114","Chicken, breast, fried, no coating, NS as to skin eaten, fat added in cooking","2019-04-01"
"337115","Chicken, breast, fried, no coating, NS as to skin eaten, fat not added in cooking","2019-04-01"
"337116","Chicken, breast, fried, no coating, skin eaten, NS as to type of fat added in cooking","2019-04-01"
"337117","Chicken, breast, fried, no coating, skin eaten, made with shortening","2019-04-01"
"337118","Chicken, breast, fried, no coating, skin eaten, made with butter","2019-04-01"
"337119","Chicken, breast, fried, no coating, skin eaten, made with oil","2019-04-01"
"337120","Chicken, breast, fried, no coating, skin eaten, made with cooking spray","2019-04-01"
"337121","Chicken, breast, fried, no coating, skin eaten, made without fat","2019-04-01"
"337122","Chicken, breast, fried, no coating, skin not eaten, NS as to type of fat added in cooking","2019-04-01"
"337123","Chicken, breast, fried, no coating, skin not eaten, made with shortening","2019-04-01"
"337124","Chicken, breast, fried, no coating, skin not eaten, made with butter","2019-04-01"
"337125","Chicken, breast, fried, no coating, skin not eaten, made with oil","2019-04-01"
"337126","Chicken, breast, fried, no coating, skin not eaten, made with cooking spray","2019-04-01"
"337127","Chicken, breast, fried, no coating, skin not eaten, made without fat","2019-04-01"
"337128","Chicken, breast, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat added in cooking","2019-04-01"
"337129","Chicken, breast, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking","2019-04-01"
"337130","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, NS as to type of fat added in cooking","2019-04-01"
"337131","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with shortening","2019-04-01"
"337132","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with butter","2019-04-01"
"337133","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil","2019-04-01"
"337134","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with cooking spray","2019-04-01"
"337135","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat","2019-04-01"
"337136","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, made without fat","2019-04-01"
"337137","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, NS as to type of fat added in cooking","2019-04-01"
"337138","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, made with shortening","2019-04-01"
"337139","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, made with butter","2019-04-01"
"337140","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil","2019-04-01"
"337141","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten, made with cooking spray","2019-04-01"
"337142","Chicken, breast, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten","2019-04-01"
"337143","Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten","2019-04-01"
"337144","Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten","2019-04-01"
"337145","Chicken, breast, coated, baked or fried, prepared skinless, NS as to coating eaten, fat added in cooking","2019-04-01"
"337146","Chicken, breast, coated, baked or fried, prepared skinless, NS as to coating eaten, fat not added in cooking","2019-04-01"
"337147","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, NS as to type of fat added in cooking","2019-04-01"
"337148","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with shortening","2019-04-01"
"337149","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with butter","2019-04-01"
"337150","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with oil","2019-04-01"
"337151","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with cooking spray","2019-04-01"
"337152","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made without fat","2019-04-01"
"337153","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, NS as to type of fat added in cooking","2019-04-01"
"337154","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, made with shortening","2019-04-01"
"337155","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, made with butter","2019-04-01"
"337156","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, made with oil","2019-04-01"
"337157","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, made with cooking spray","2019-04-01"
"337158","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten, made without fat","2019-04-01"
"337159","Chicken, leg (drumstick and thigh), NS as to cooking method, NS as to skin eaten","2019-04-01"
"337160","Chicken, leg (drumstick and thigh), NS as to cooking method, skin eaten","2019-04-01"
"337161","Chicken, leg (drumstick and thigh), NS as to cooking method, skin not eaten","2019-04-01"
"337162","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, NS as to skin eaten","2019-04-01"
"337163","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin eaten","2019-04-01"
"337164","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin not eaten","2019-04-01"
"337165","Chicken, leg (drumstick and thigh), stewed, NS as to skin eaten","2019-04-01"
"337166","Chicken, leg (drumstick and thigh), stewed, skin eaten","2019-04-01"
"337167","Chicken, leg (drumstick and thigh), stewed, skin not eaten","2019-04-01"
"337168","Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten, fat added in cooking","2019-04-01"
"337169","Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten, fat not added in cooking","2019-04-01"
"337170","Chicken, leg (drumstick and thigh), fried, no coating, skin eaten, fat added in cooking","2019-04-01"
"337171","Chicken, leg (drumstick and thigh), fried, no coating, skin eaten, fat not added in cooking","2019-04-01"
"337172","Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten, fat added in cooking","2019-04-01"
"337173","Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten, fat not added in cooking","2019-04-01"
"337174","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat added in cooking","2019-04-01"
"337175","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking","2019-04-01"
"337176","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating eaten, fat added in cooking","2019-04-01"
"337177","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating eaten, fat not added in cooking","2019-04-01"
"337178","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating not eaten, fat added in cooking","2019-04-01"
"337179","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating not eaten, fat not added in cooking","2019-04-01"
"337180","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, NS as to coating eaten, fat added in cooking","2019-04-01"
"337181","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, NS as to coating eaten, fat not added in cooking","2019-04-01"
"337182","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating eaten, fat added in cooking","2019-04-01"
"337183","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating eaten, fat not added in cooking","2019-04-01"
"337184","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating not eaten, fat added in cooking","2019-04-01"
"337185","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating not eaten, fat not added in cooking","2019-04-01"
"337186","Chicken, drumstick, NS as to cooking method, NS as to skin eaten","2019-04-01"
"337187","Chicken, drumstick, NS as to cooking method, skin eaten","2019-04-01"
"337188","Chicken, drumstick, NS as to cooking method, skin not eaten","2019-04-01"
"337189","Chicken, drumstick, roasted, broiled, or baked, NS as to skin eaten","2019-04-01"
"337190","Chicken, drumstick, roasted, broiled, or baked, skin eaten","2019-04-01"
"337191","Chicken, drumstick, roasted, broiled, or baked, skin not eaten","2019-04-01"
"337192","Chicken, drumstick, stewed, NS as to skin eaten","2019-04-01"
"337193","Chicken, drumstick, stewed, skin eaten","2019-04-01"
"337194","Chicken, drumstick, stewed, skin not eaten","2019-04-01"
"337195","Chicken, drumstick, fried, no coating, NS as to skin eaten, fat added in cooking","2019-04-01"
"337196","Chicken, drumstick, fried, no coating, NS as to skin eaten, fat not added in cooking","2019-04-01"
"337197","Chicken, drumstick, fried, no coating, skin eaten, NS as to type of fat added in cooking","2019-04-01"
"337198","Chicken, drumstick, fried, no coating, skin eaten, made with shortening","2019-04-01"
"337199","Chicken, drumstick, fried, no coating, skin eaten, made with butter","2019-04-01"
"337200","Chicken, drumstick, fried, no coating, skin eaten, made with oil","2019-04-01"
"337201","Chicken, drumstick, fried, no coating, skin eaten, made with cooking spray","2019-04-01"
"337202","Chicken, drumstick, fried, no coating, skin eaten, made without fat","2019-04-01"
"337203","Chicken, drumstick, fried, no coating, skin not eaten, NS as to type of fat added in cooking","2019-04-01"
"337204","Chicken, drumstick, fried, no coating, skin not eaten, made with shortening","2019-04-01"
"337205","Chicken, drumstick, fried, no coating, skin not eaten, made with butter","2019-04-01"
"337206","Chicken, drumstick, fried, no coating, skin not eaten, made with oil","2019-04-01"
"337207","Chicken, drumstick, fried, no coating, skin not eaten, made with cooking spray","2019-04-01"
"337208","Chicken, drumstick, fried, no coating, skin not eaten, made without fat","2019-04-01"
"337209","Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten, made without fat","2019-04-01"
"337210","Chicken, drumstick, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat added in cooking","2019-04-01"
"337211","Chicken, drumstick, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking","2019-04-01"
"337212","Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, NS as to type of fat added in cooking","2019-04-01"
"337213","Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made with shortening","2019-04-01"
