"id","description","last_updated"
"786458","Upma, Indian breakfast dish","2020-04-01"
"787019","Potato chips, NFS","2020-04-01"
"787020","Potato chips, plain","2020-04-01"
"787021","Potato chips, barbecue flavored","2020-04-01"
"787022","Potato chips, sour cream and onion flavored","2020-04-01"
"787023","Potato chips, cheese flavored","2020-04-01"
"787024","Potato chips, other flavored","2020-04-01"
"787025","Potato chips, ruffled, plain","2020-04-01"
"787026","Potato chips, ruffled, barbecue flavored","2020-04-01"
"787027","Potato chips, ruffled, sour cream and onion flavored","2020-04-01"
"787028","Potato chips, ruffled, cheese flavored","2020-04-01"
"787029","Potato chips, ruffled, other flavored","2020-04-01"
"787030","Potato chips, restructured, plain","2020-04-01"
"787031","Potato chips, restructured, flavored","2020-04-01"
"787032","Potato chips, baked, plain","2020-04-01"
"787033","Potato chips, baked, flavored","2020-04-01"
"787034","Potato chips, reduced fat","2020-04-01"
"787035","Potato chips, fat free","2020-04-01"
"787036","Potato chips, restructured, reduced fat, lightly salted","2020-04-01"
"787037","Potato chips, restructured, fat free","2020-04-01"
"787038","Potato chips, unsalted","2020-04-01"
"787039","Potato chips, reduced fat, unsalted","2020-04-01"
"787040","Potato chips, lightly salted","2020-04-01"
"787041","Potato chips, restructured, lightly salted","2020-04-01"
"787042","Potato chips, popped, plain","2020-04-01"
"787043","Potato chips, popped, flavored","2020-04-01"
"787044","Potato chips, popped, NFS","2020-04-01"
"787045","Potato sticks, plain","2020-04-01"
"787046","Potato sticks, flavored","2020-04-01"
"787047","Potato sticks, fry shaped","2020-04-01"
"787048","Vegetable chips","2020-04-01"
"787173","Plantain chips","2020-04-01"
"787184","Casabe, cassava bread","2020-04-01"
"787187","Yam buns; Puerto Rican style","2020-04-01"
"787198","Taro chips","2020-04-01"
"787665","Sweet potato chips","2020-04-01"
"788279","Hominy, cooked, NS as to fat added in cooking","2020-04-01"
"788280","Hominy, cooked, fat not added in cooking","2020-04-01"
"788281","Hominy, cooked, fat added in cooking","2020-04-01"
"789192","Coconut cream cake, Puerto Rican style","2020-04-01"
"781164","Yogurt, frozen, NS as to flavor, NS as to type of milk","2020-04-01"
"781165","Yogurt, frozen, flavors other than chocolate, NS as to type of milk","2020-04-01"
"781166","Yogurt, frozen, chocolate, NS as to type of milk","2020-04-01"
"781167","Yogurt, frozen, NS as to flavor, lowfat milk","2020-04-01"
"781168","Yogurt, frozen, chocolate, lowfat milk","2020-04-01"
"781169","Yogurt, frozen, flavors other than chocolate, lowfat milk","2020-04-01"
"781170","Yogurt, frozen, NS as to flavor, nonfat milk","2020-04-01"
"781171","Yogurt, frozen, chocolate, nonfat milk","2020-04-01"
"781172","Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated","2020-04-01"
"781173","Yogurt, frozen, flavors other than chocolate, nonfat milk","2020-04-01"
"781174","Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener","2020-04-01"
"781175","Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener","2020-04-01"
"781176","Yogurt, frozen, NS as to flavor, whole milk","2020-04-01"
"781177","Yogurt, frozen, chocolate, whole milk","2020-04-01"
"781178","Yogurt, frozen, flavors other than chocolate, whole milk","2020-04-01"
"781179","Yogurt, frozen, chocolate-coated","2020-04-01"
"781180","Yogurt, frozen, sandwich","2020-04-01"
"781181","Yogurt, frozen, cone, chocolate","2020-04-01"
"781182","Yogurt, frozen, cone, flavors other than chocolate","2020-04-01"
"781183","Yogurt, frozen, cone, flavors other than chocolate, lowfat milk","2020-04-01"
"781184","Yogurt, frozen, cone, chocolate, lowfat milk","2020-04-01"
"781509","Ice cream, NFS","2020-04-01"
"781510","Ice cream, regular, flavors other than chocolate","2020-04-01"
"781511","Ice cream, regular, chocolate","2020-04-01"
"781512","Ice cream, rich, flavors other than chocolate","2020-04-01"
"781513","Ice cream, rich, chocolate","2020-04-01"
"781514","Ice cream, rich, NS as to flavor","2020-04-01"
"781515","Ice cream, soft serve, flavors other than chocolate","2020-04-01"
"781516","Ice cream, soft serve, chocolate","2020-04-01"
"781517","Ice cream, soft serve, NS as to flavor","2020-04-01"
"781518","Ice cream, no sugar added, NS as to flavor","2020-04-01"
"781519","Ice cream, no sugar added, flavors other than chocolate","2020-04-01"
"781520","Ice cream, no sugar added, chocolate","2020-04-01"
"781521","Ice cream bar or stick, not chocolate covered or cake covered","2020-04-01"
"781522","Ice cream bar or stick, chocolate covered","2020-04-01"
"781523","Ice cream bar or stick, chocolate or caramel covered, with nuts","2020-04-01"
"781524","Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering","2020-04-01"
"781525","Ice cream bar or stick, rich ice cream, thick chocolate covering","2020-04-01"
"781526","Ice cream bar or stick, rich ice cream, chocolate covered, with nuts","2020-04-01"
"781527","Ice cream bar or stick, chocolate ice cream, chocolate covered","2020-04-01"
"781528","Ice cream bar, cake covered","2020-04-01"
"781529","Ice cream bar, stick or nugget, with crunch coating","2020-04-01"
"781530","Ice cream bar or stick with fruit","2020-04-01"
"781531","Ice cream sandwich","2020-04-01"
"781532","Ice cream cookie sandwich","2020-04-01"
"781533","Ice cream cone with nuts, flavors other than chocolate","2020-04-01"
"781534","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","2020-04-01"
"781535","Ice cream cone, chocolate covered or dipped, flavors other than chocolate","2020-04-01"
"781536","Ice cream cone, no topping, flavors other than chocolate","2020-04-01"
"781537","Ice cream cone, no topping, NS as to flavor","2020-04-01"
"781538","Ice cream cone with nuts, chocolate ice cream","2020-04-01"
"781539","Ice cream cone, chocolate covered or dipped, chocolate ice cream","2020-04-01"
"781540","Ice cream cone, no topping, chocolate ice cream","2020-04-01"
"781541","Ice cream cone, chocolate covered, with nuts, chocolate ice cream","2020-04-01"
"781542","Ice cream sundae cone","2020-04-01"
"781545","Ice cream sundae, NS as to topping, with whipped cream","2020-04-01"
"781546","Ice cream sundae, fruit topping, with whipped cream","2020-04-01"
"781547","Ice cream sundae, prepackaged type, flavors other than chocolate","2020-04-01"
"781548","Ice cream sundae, chocolate or fudge topping, with whipped cream","2020-04-01"
"781549","Ice cream sundae, not fruit or chocolate topping, with whipped cream","2020-04-01"
"781550","Ice cream sundae, fudge topping, with cake, with whipped cream","2020-04-01"
"781551","Ice cream pie, no crust","2020-04-01"
"781552","Ice cream pie, with cookie crust, fudge topping, and whipped cream","2020-04-01"
"781553","Ice cream, fried","2020-04-01"
"781554","Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate","2020-04-01"
"781555","Dippin' Dots, flash frozen ice cream snacks, chocolate","2020-04-01"
"781556","Light ice cream, NS as to flavor","2020-04-01"
"781557","Light ice cream, flavors other than chocolate","2020-04-01"
"781558","Light ice cream, chocolate","2020-04-01"
"781559","Light ice cream, no sugar added, NS as to flavor","2020-04-01"
"781560","Light ice cream, no sugar added, flavors other than chocolate","2020-04-01"
"781561","Light ice cream, no sugar added, chocolate","2020-04-01"
"781562","Light ice cream, soft serve, NS as to flavor","2020-04-01"
"781563","Light ice cream, soft serve, flavors other than chocolate","2020-04-01"
"781564","Light ice cream, soft serve, chocolate","2020-04-01"
"781565","Light ice cream, soft serve cone, flavors other than chocolate","2020-04-01"
"781566","Light ice cream, soft serve cone, chocolate","2020-04-01"
"781567","Light ice cream, soft serve cone, NS as to flavor","2020-04-01"
"781568","Light ice cream, soft serve, blended with candy or cookies","2020-04-01"
"781569","Ice cream sandwich, made with light ice cream, flavors other than chocolate","2020-04-01"
"781570","Ice cream sandwich, made with light chocolate ice cream","2020-04-01"
"781571","Ice cream sandwich, made with light, no sugar added ice cream","2020-04-01"
"781572","Light ice cream, bar or stick, chocolate coated","2020-04-01"
"781573","Light ice cream, bar or stick, chocolate covered, with nuts","2020-04-01"
"781574","Light ice cream, cone, NFS","2020-04-01"
"781575","Light ice cream, cone, flavors other than chocolate","2020-04-01"
"781576","Light ice cream, cone, chocolate","2020-04-01"
"781577","Light ice cream, no sugar added, cone, NS as to flavor","2020-04-01"
"781578","Light ice cream, no sugar added, cone, flavors other than chocolate","2020-04-01"
"781579","Light ice cream, no sugar added, cone, chocolate","2020-04-01"
"781580","Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream","2020-04-01"
"781581","Light ice cream, sundae, soft serve, fruit topping, with whipped cream","2020-04-01"
"781582","Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream","2020-04-01"
"781583","Light ice cream, sundae, soft serve, chocolate or fudge topping, without whipped cream","2020-04-01"
"781584","Light ice cream, sundae, soft serve, fruit topping, without whipped cream","2020-04-01"
"781585","Light ice cream, sundae, soft serve, not fruit or chocolate topping, without whipped cream","2020-04-01"
"781586","Light ice cream, creamsicle or dreamsicle","2020-04-01"
"781587","Light ice cream, creamsicle or dreamsicle, no sugar added ","2020-04-01"
"781588","Light ice cream, fudgesicle","2020-04-01"
"781589","Milk dessert bar or stick, frozen, with coconut","2020-04-01"
"781590","Sherbet, all flavors","2020-04-01"
"781591","Fat free ice cream, no sugar added, chocolate","2020-04-01"
"781592","Fat free ice cream, no sugar added, flavors other than chocolate","2020-04-01"
"781593","Fat free ice cream, flavors other than chocolate","2020-04-01"
"781594","Fat free ice cream, chocolate","2020-04-01"
"781595","Fat free ice cream, NS as to flavor","2020-04-01"
"781596","Milk dessert bar, frozen, made from lowfat milk","2020-04-01"
"781597","Milk dessert sandwich bar, frozen, made from lowfat milk","2020-04-01"
"781598","Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk","2020-04-01"
"781599","Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener","2020-04-01"
"781600","Light ice cream, bar or stick, with low-calorie sweetener, chocolate coated","2020-04-01"
"781601","Baked Alaska","2020-04-01"
"781602","Pudding, NFS","2020-04-01"
"781603","Pudding, bread","2020-04-01"
"781604","Bread pudding made with evaporated milk and rum","2020-04-01"
"781605","Diplomat pudding, Puerto Rican style","2020-04-01"
"781606","Pudding, Mexican bread","2020-04-01"
"781607","Pudding, Mexican bread, low fat","2020-04-01"
"781608","Pudding, chocolate, NS as to from dry mix or ready-to-eat","2020-04-01"
"781609","Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat","2020-04-01"
"781610","Rice flour cream, Puerto Rican style","2020-04-01"
"781611","Custard, Puerto Rican style","2020-04-01"
"781612","Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat","2020-04-01"
"781613","Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat","2020-04-01"
"781614","Custard","2020-04-01"
"781615","Flan","2020-04-01"
"781616","Pudding, rice","2020-04-01"
"781617","Pudding, rice flour, and nuts","2020-04-01"
"781618","Pudding, tapioca, made from home recipe, made with milk","2020-04-01"
"781619","Pudding, tapioca, made from dry mix, made with milk","2020-04-01"
"781620","Pudding, tapioca, chocolate, made with milk","2020-04-01"
"781621","Pudding, coconut","2020-04-01"
"781622","Pudding, cornmeal, milk, and molasses","2020-04-01"
"781623","Pudding, pumpkin","2020-04-01"
"781624","Pumpkin pudding, Puerto Rican style","2020-04-01"
"781625","Fresh corn custard, Puerto Rican style","2020-04-01"
"781626","Pudding, flavors other than chocolate, prepared from dry mix, milk added","2020-04-01"
"781627","Pudding, chocolate, prepared from dry mix, milk added","2020-04-01"
"781628","Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added","2020-04-01"
"781629","Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added","2020-04-01"
"781630","Pudding, ready-to-eat, chocolate, reduced fat","2020-04-01"
"781631","Pudding, ready-to-eat, chocolate, fat free","2020-04-01"
"781632","Pudding, ready-to-eat, flavors other than chocolate, reduced fat","2020-04-01"
"781633","Pudding, ready-to-eat, flavors other than chocolate, fat free","2020-04-01"
"781634","Pudding, ready-to-eat, flavors other than chocolate","2020-04-01"
"781635","Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate","2020-04-01"
"781636","Pudding, ready-to-eat, chocolate","2020-04-01"
"781637","Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate","2020-04-01"
"781638","Pudding, ready-to-eat, chocolate and non-chocolate flavors combined","2020-04-01"
"781639","Pudding, ready-to-eat, tapioca","2020-04-01"
"781640","Pudding, ready-to-eat, tapioca, fat free","2020-04-01"
"781641","Pudding, with fruit and vanilla wafers","2020-04-01"
"781642","Mousse, chocolate","2020-04-01"
"781643","Mousse, not chocolate","2020-04-01"
"781644","Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added","2020-04-01"
"781645","Coconut custard, Puerto Rican style","2020-04-01"
"781646","Milk dessert or milk candy, Puerto Rican style","2020-04-01"
"781647","Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese","2020-04-01"
"783960","Egg dessert, Puerto Rican style","2020-04-01"
"783961","Zabaglione","2020-04-01"
"784098","Meringues","2020-04-01"
"784319","Tofu, frozen dessert, flavors other than chocolate","2020-04-01"
"784320","Tofu, frozen dessert, chocolate","2020-04-01"
"784469","Carob chips","2020-04-01"
"785074","Pastry, puff","2020-04-01"
"785075","Pastry, puff, custard or cream filled, iced or not iced","2020-04-01"
"785076","Cheese pastry puffs","2020-04-01"
"785077","Pastry, mainly flour and water, fried","2020-04-01"
"785080","Breakfast pastry, NFS","2020-04-01"
"785081","Danish pastry, plain or spice","2020-04-01"
"785082","Danish pastry, with fruit","2020-04-01"
"785083","Danish pastry, with cheese","2020-04-01"
"785084","Doughnut, NS as to cake or yeast","2020-04-01"
"785085","Doughnut, cake type","2020-04-01"
"785086","Doughnut, chocolate, cake type","2020-04-01"
"785087","Doughnut, cake type, chocolate covered","2020-04-01"
"785088","Doughnut, cake type, chocolate covered, dipped in peanuts","2020-04-01"
"785089","Doughnut, chocolate, cake type, with chocolate icing","2020-04-01"
"785090","Churros","2020-04-01"
"785091","Doughnut, Asian","2020-04-01"
"785092","Cruller, NFS","2020-04-01"
"785093","French cruller","2020-04-01"
"785094","Doughnut, chocolate, raised or yeast, with chocolate icing","2020-04-01"
"785095","Doughnut, raised or yeast","2020-04-01"
"785096","Doughnut, chocolate, raised or yeast","2020-04-01"
"785097","Doughnut, raised or yeast, chocolate covered","2020-04-01"
"785098","Doughnut, jelly","2020-04-01"
"785099","Doughnut, custard-filled","2020-04-01"
"785100","Doughnut, chocolate cream-filled","2020-04-01"
"785101","Doughnut, custard-filled, with icing","2020-04-01"
"785102","Breakfast tart","2020-04-01"
"785103","Breakfast tart, lowfat","2020-04-01"
"785104","Coffee cake, crumb or quick-bread type","2020-04-01"
"785105","Coffee cake, crumb or quick-bread type, with fruit","2020-04-01"
"785106","Coffee cake, crumb or quick-bread type, cheese-filled","2020-04-01"
"785402","Funnel cake with sugar","2020-04-01"
"785403","Funnel cake with sugar and fruit","2020-04-01"
"785526","Rice, frozen dessert, nondairy, flavors other than chocolate","2020-04-01"
"785530","Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered","2020-04-01"
"785531","Rice dessert bar, frozen, chocolate, nondairy, chocolate covered","2020-04-01"
"786013","Cornstarch coconut dessert, Puerto Rican style","2020-04-01"
"786014","Cornmeal coconut dessert, Puerto Rican style","2020-04-01"
"786027","Sweet bread dough, filled with bean paste, meatless, steamed","2020-04-01"
"786028","Pastry, cheese-filled","2020-04-01"
"786276","Noodle pudding, with milk","2020-04-01"
"786315","Spicy rice pudding, Puerto Rican style","2020-04-01"
"786316","Rice pudding made with coconut milk, Puerto Rican style","2020-04-01"
"786545","Calamondin, raw","2020-04-01"
"786546","Grapefruit, raw","2020-04-01"
"786547","Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786548","Grapefruit, canned or frozen, unsweetened, water pack","2020-04-01"
"786549","Grapefruit, canned or frozen, in light syrup","2020-04-01"
"786550","Grapefruit and orange sections, raw","2020-04-01"
"786551","Grapefruit and orange sections, cooked, canned, or frozen, NS as to added sweetener","2020-04-01"
"786552","Grapefruit and orange sections, cooked, canned, or frozen, unsweetened, water pack","2020-04-01"
"786553","Grapefruit and orange sections, cooked, canned, or frozen, in light syrup","2020-04-01"
"786554","Kumquat, raw","2020-04-01"
"786555","Kumquat, cooked or canned, in syrup","2020-04-01"
"786556","Lemon, raw","2020-04-01"
"786558","Lime, raw","2020-04-01"
"786559","Orange, raw","2020-04-01"
"786560","Orange, sections, canned, juice pack","2020-04-01"
"786561","Orange, mandarin, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786562","Orange, mandarin, canned or frozen, juice pack","2020-04-01"
"786563","Orange, mandarin, canned or frozen, in light syrup","2020-04-01"
"786564","Orange, mandarin, canned or frozen, drained","2020-04-01"
"786565","Tangelo, raw","2020-04-01"
"786566","Tangerine, raw","2020-04-01"
"786588","Fruit, dried, NFS, uncooked","2020-04-01"
"786589","Fruit mixture, dried","2020-04-01"
"786590","Apple, dried, uncooked","2020-04-01"
"786591","Apple, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786592","Apple, dried, cooked, unsweetened","2020-04-01"
"786593","Apple, dried, cooked, with sugar","2020-04-01"
"786594","Apple chips","2020-04-01"
"786595","Apricot, dried, uncooked","2020-04-01"
"786596","Apricot, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786597","Apricot, dried, cooked, unsweetened","2020-04-01"
"786598","Apricot, dried, cooked, with sugar","2020-04-01"
"786599","Blueberries, dried","2020-04-01"
"786600","Cherries, dried","2020-04-01"
"786601","Banana flakes, dehydrated","2020-04-01"
"786602","Banana chips","2020-04-01"
"786603","Currants, dried","2020-04-01"
"786604","Cranberries, dried","2020-04-01"
"786605","Date","2020-04-01"
"786606","Fig, dried, uncooked","2020-04-01"
"786607","Fig, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786608","Fig, dried, cooked, unsweetened","2020-04-01"
"786609","Fig, dried, cooked, with sugar","2020-04-01"
"786610","Lychee, dried","2020-04-01"
"786611","Mango, dried","2020-04-01"
"786612","Papaya, dried","2020-04-01"
"786613","Peach, dried, uncooked","2020-04-01"
"786614","Peach, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786615","Peach, dried, cooked, unsweetened","2020-04-01"
"786616","Peach, dried, cooked, with sugar","2020-04-01"
"786617","Pear, dried, uncooked","2020-04-01"
"786618","Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786619","Pear, dried, cooked, unsweetened","2020-04-01"
"786620","Pear, dried, cooked, with sugar","2020-04-01"
"786621","Pineapple, dried","2020-04-01"
"786622","Plum, rock salt, dried","2020-04-01"
"786623","Prune, dried, uncooked","2020-04-01"
"786624","Prune, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786625","Prune, dried, cooked, unsweetened","2020-04-01"
"786626","Prune, dried, cooked, with sugar","2020-04-01"
"786627","Raisins","2020-04-01"
"786628","Raisins, cooked","2020-04-01"
"786629","Tamarind pulp, dried, sweetened","2020-04-01"
"786630","Fruit, NS as to type","2020-04-01"
"786631","Apple, raw","2020-04-01"
"786632","Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786633","Applesauce, stewed apples, unsweetened","2020-04-01"
"786634","Applesauce, stewed apples, with sugar","2020-04-01"
"786635","Applesauce, stewed apples, sweetened with low calorie sweetener","2020-04-01"
"786636","Applesauce with other fruits","2020-04-01"
"786637","Apple, cooked or canned, with syrup","2020-04-01"
"786638","Apple, baked, NS as to added sweetener","2020-04-01"
"786639","Apple, baked, unsweetened","2020-04-01"
"786640","Apple, baked, with sugar","2020-04-01"
"786641","Apple rings, fried","2020-04-01"
"786642","Apple, pickled","2020-04-01"
"786643","Apple, fried","2020-04-01"
"786644","Apricot, raw","2020-04-01"
"786645","Apricot, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786646","Apricot, cooked or canned, unsweetened, water pack","2020-04-01"
"786647","Apricot, cooked or canned, in heavy syrup","2020-04-01"
"786648","Apricot, cooked or canned, in light syrup","2020-04-01"
"786649","Apricot, cooked or canned, drained solids","2020-04-01"
"786650","Apricot, cooked or canned, juice pack","2020-04-01"
"786652","Banana, raw","2020-04-01"
"786653","Banana, white, Guineo blanco maduro","2020-04-01"
"786654","Banana, Chinese, raw","2020-04-01"
"786655","Banana, red, Guineo morado","2020-04-01"
"786656","Banana, red, fried","2020-04-01"
"786657","Banana, baked","2020-04-01"
"786658","Banana, ripe, fried","2020-04-01"
"786659","Banana, ripe, boiled","2020-04-01"
"786660","Banana, batter-dipped, fried","2020-04-01"
"786661","Cantaloupe, raw","2020-04-01"
"786662","Cantaloupe, frozen","2020-04-01"
"786663","Starfruit, raw","2020-04-01"
"786664","Starfruit, cooked, with sugar","2020-04-01"
"786665","Cassaba melon, raw","2020-04-01"
"786666","Cherries, maraschino","2020-04-01"
"786667","Cherries, sour, red, raw","2020-04-01"
"786669","Cherries, sour, red, cooked, unsweetened","2020-04-01"
"786670","Cherries, sweet, raw","2020-04-01"
"786671","Cherries, sweet, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786672","Cherries, sweet, cooked, unsweetened, water pack","2020-04-01"
"786673","Cherries, sweet, cooked or canned, in heavy syrup","2020-04-01"
"786674","Cherries, sweet, cooked or canned, in light syrup","2020-04-01"
"786675","Cherries, sweet, cooked or canned, drained solids","2020-04-01"
"786676","Cherries, sweet, cooked or canned, juice pack","2020-04-01"
"786677","Cherries, frozen","2020-04-01"
"786678","Currants, raw","2020-04-01"
"786679","Fig, raw","2020-04-01"
"786680","Fig, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786681","Fig, cooked or canned, unsweetened, water pack","2020-04-01"
"786682","Fig, cooked or canned, in heavy syrup","2020-04-01"
"786683","Figs, cooked or canned, in light syrup","2020-04-01"
"786684","Grapes, raw, NS as to type","2020-04-01"
"786685","Grapes, European type, adherent skin, raw","2020-04-01"
"786686","Grapes, American type, slip skin, raw","2020-04-01"
"786687","Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786688","Grapes, seedless, cooked or canned, unsweetened, water pack","2020-04-01"
"786689","Grapes, seedless, cooked or canned, in heavy syrup","2020-04-01"
"786690","Guava, raw","2020-04-01"
"786691","Guava shell, canned in heavy syrup","2020-04-01"
"786692","Juneberry, raw","2020-04-01"
"786693","Kiwi fruit, raw","2020-04-01"
"786694","Lychee, raw","2020-04-01"
"786695","Lychee, cooked or canned, in sugar or syrup","2020-04-01"
"786696","Longans, raw","2020-04-01"
"786697","Honeydew melon, raw","2020-04-01"
"786698","Honeydew, frozen","2020-04-01"
"786699","Mango, raw","2020-04-01"
"786700","Mango, pickled","2020-04-01"
"786701","Mango, cooked","2020-04-01"
"786702","Nectarine, raw","2020-04-01"
"786703","Nectarine, cooked","2020-04-01"
"786704","Papaya, raw","2020-04-01"
"786705","Papaya, green, cooked","2020-04-01"
"786706","Papaya, cooked or canned, in sugar or syrup","2020-04-01"
"786707","Passion fruit, raw","2020-04-01"
"786708","Peach, raw","2020-04-01"
"786709","Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786710","Peach, cooked or canned, unsweetened, water pack","2020-04-01"
"786711","Peach, cooked or canned, in heavy syrup","2020-04-01"
"786712","Peach, cooked or canned, in light or medium syrup","2020-04-01"
"786713","Peach, cooked or canned, drained solids","2020-04-01"
"786714","Peach, cooked or canned, juice pack","2020-04-01"
"786715","Peach, frozen, NS as to added sweetener","2020-04-01"
"786716","Peach, frozen, unsweetened","2020-04-01"
"786717","Peach, frozen, with sugar","2020-04-01"
"786718","Peach, pickled","2020-04-01"
"786719","Peach, spiced","2020-04-01"
"786720","Pear, raw","2020-04-01"
"786721","Pear, Japanese, raw","2020-04-01"
"786722","Pear, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786723","Pear, cooked or canned, unsweetened, water pack","2020-04-01"
"786724","Pear, cooked or canned, in heavy syrup","2020-04-01"
"786725","Pear, cooked or canned, in light syrup","2020-04-01"
"786726","Pear, cooked or canned, drained solids","2020-04-01"
"786727","Pear, cooked or canned, juice pack","2020-04-01"
"786728","Persimmon, raw","2020-04-01"
"786729","Pineapple, raw","2020-04-01"
"786730","Pineapple, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786731","Pineapple, cooked or canned, unsweetened, waterpack","2020-04-01"
"786732","Pineapple, cooked or canned, in heavy syrup","2020-04-01"
"786733","Pineapple, cooked or canned, in light syrup","2020-04-01"
"786734","Pineapple, cooked or canned, drained solids","2020-04-01"
"786735","Pineapple, cooked or canned, juice pack","2020-04-01"
"786736","Plum, raw","2020-04-01"
"786737","Plum, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786738","Plum, cooked or canned, unsweetened, water pack","2020-04-01"
"786739","Plum, cooked or canned, in heavy syrup","2020-04-01"
"786740","Plum, cooked or canned, in light syrup","2020-04-01"
"786741","Plum, cooked or canned, drained solids","2020-04-01"
"786742","Plum, cooked or canned, juice pack","2020-04-01"
"786743","Plum, pickled","2020-04-01"
"786744","Pomegranate, raw","2020-04-01"
"786745","Rhubarb, raw","2020-04-01"
"786746","Rhubarb, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786747","Rhubarb, cooked or canned, unsweetened","2020-04-01"
"786748","Rhubarb, cooked or canned, in heavy syrup","2020-04-01"
"786749","Rhubarb, cooked or canned, in light syrup","2020-04-01"
"786750","Rhubarb, cooked or canned, drained solids","2020-04-01"
"786751","Rhubarb, frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786752","Rhubarb, frozen, with sugar","2020-04-01"
"786753","Tamarind, raw","2020-04-01"
"786754","Watermelon, raw","2020-04-01"
"786755","Berries, raw, NFS","2020-04-01"
"786756","Berries, frozen, NFS","2020-04-01"
"786757","Blackberries, raw","2020-04-01"
"786758","Blackberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786759","Blackberries, cooked or canned, in heavy syrup","2020-04-01"
"786760","Blackberries, frozen","2020-04-01"
"786761","Blackberries, frozen, sweetened, NS as to type of sweetener","2020-04-01"
"786762","Blueberries, raw","2020-04-01"
"786763","Blueberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener","2020-04-01"
"786764","Blueberries, cooked or canned, unsweetened, water pack","2020-04-01"
"786765","Blueberries, cooked or canned, in light syrup","2020-04-01"
"786766","Blueberries, cooked or canned, in heavy syrup","2020-04-01"
"786767","Blueberries, frozen, sweetened","2020-04-01"
"786768","Blueberries, frozen, NS as to sweetened or unsweetened","2020-04-01"
"786769","Blueberries, frozen, unsweetened","2020-04-01"
"786771","Boysenberries, raw","2020-04-01"
"786772","Boysenberries, frozen","2020-04-01"
"786773","Cranberries, NS as to raw, cooked, or canned","2020-04-01"
"786774","Cranberries, raw","2020-04-01"
"786775","Cranberries, cooked or canned","2020-04-01"
"786776","Dewberries, raw","2020-04-01"
"786777","Huckleberries, raw","2020-04-01"
"786778","Loganberries, raw","2020-04-01"
"786779","Loganberries, frozen","2020-04-01"
"786780","Mulberries, raw","2020-04-01"
"786781","Raspberries, raw, NS as to color","2020-04-01"
"786782","Raspberries, black, raw","2020-04-01"
